Country,CountryCode,Area (km2),Economic Status (World Bank),World Region,EnergyUse_2004 (kg oil equiv per capita),Year,Population,Births,Deaths,GDP ($US),MilitaryExpenditure_2005 (%GDP),Life Expectancy (male),Life Expectancy (female),Infant Deaths (male),Infant Deaths (female)
Tunisia,TUN,155360,Lower middle income,Middle East and North Africa,876.2232693,2004,9974722,157002,50372,28129265664,1.490499206,73,76.4,2333,1711
Turkey,TUR,770760,Upper middle income,Europe and Central Asia,1151.163567,2004,68893918,1186353,409919,3.03E+11,3.225682441,69.7,74.6,28177,22385
Turkmenistan,TKM,488100,Lower middle income,Europe and Central Asia,3264.786113,2004,4850818,127819,31191,6837136896,,64.3,70.7,4172,3348
Uganda,UGA,199710,Low income,Sub-Saharan Africa,,2004,27233661,1306126,387807,6816686080,,48.2,49.3,49871,43112
Ukraine,UKR,603700,Lower middle income,Europe and Central Asia,2958.052911,2004,47305388,427168,761144,64828350464,2.355862001,62.3,73.6,2610,1478
United Arab Emirates,ARE,83600,High income: nonOECD,Middle East and North Africa,10141.89815,2004,3907949,63113,8754,1.05E+11,1.92702949,72.5,77.6,563,376
United Kingdom,GBR,241590,High income: OECD,Europe and Central Asia,3905.602639,2004,60270708,655745,614159,2.13E+12,2.592997526,75.8,80.8,1960,1463
United States,USA,9161923,High income: OECD,North America,7920.46381,2004,293027571,4140480,2443850,1.17E+13,4.083991401,74.6,80.4,15493,11958
Uruguay,URY,173620,Upper middle income,Latin America and Caribbean,867.1206506,2004,3406388,51505,31645,13216160768,1.384048371,72,78.7,387,291
Uzbekistan,UZB,425400,Low income,Europe and Central Asia,2087.580969,2004,26410416,689840,209963,12030023680,,60.7,67.7,26538,22648
Vanuatu,VUT,12200,Lower middle income,East Asia and Pacific,,2004,202609,4796,1625,330083200,,60.6,63.6,146,126
Venezuela,VEN,882050,Upper middle income,Latin America and Caribbean,2149.423968,2004,24904615,554377,125519,1.12E+11,1.107245447,69.8,75.9,7881,5457
Vietnam,VNM,325360,Low income,East Asia and Pacific,612.1779751,2004,82662800,1422627,511683,45297356800,,67.6,73.3,20010,18088
Virgin Islands (U.S.),VIR,346,High income: nonOECD,Latin America and Caribbean,,2004,108775,1576,664, ,,74.9,82.8,8,5
Yemen,YEM,527970,Low income,Middle East and North Africa,313.3400107,2004,20042684,864441,175774,13873501184,5.042132976,59.5,63.3,30004,24369
Zambia,ZMB,740724,Low income,Sub-Saharan Africa,604.8496344,2004,10962026,456020,253881,5423012352,,36.7,36.5,23970,21732
Zimbabwe,ZWE,386670,Low income,Sub-Saharan Africa,718.9848407,2004,12083553,343294,265355,4712289280,,40.1,38,9731,8460
Afghanistan,AFG,647500,Low income,South Asia,,2005,29928987,1407261,621026,7305555456,,42.7,43.1,121077,108405
Albania,ALB,27398,Lower middle income,Europe and Central Asia,760.0298227,2005,3563112,53732,18243,8380314624,1.4132621,74.6,80.2,618,538
Algeria,DZA,2381740,Lower middle income,Middle East and North Africa,1016.609065,2005,32531853,557271,149647,1.02E+11,2.815593944,71.5,74.6,9947,7328
American Samoa,ASM,199,Upper middle income,East Asia and Pacific,,2005,57881,1339,193, ,,72.3,79.6,6,6
Andorra,ADO,468,High income: nonOECD,Europe and Central Asia,,2005,70549,635,428, ,,80.6,86.6,2,1
Angola,AGO,1246700,Lower middle income,Sub-Saharan Africa,612.5222716,2005,11706954,531847,299932,32810672128,5.042401356,36.2,37.9,55006,45396
Antigua and Barbuda,ATG,443,High income: nonOECD,Latin America and Caribbean,,2005,68722,1186,374,875751360,,69.5,74.4,14,9
Argentina,ARG,2736690,Upper middle income,Latin America and Caribbean,1660.476009,2005,39537943,668191,298907,1.83E+11,0.969284549,72.2,79.8,5851,4292
Armenia,ARM,28400,Lower middle income,Europe and Central Asia,703.5483755,2005,2982904,35079,24340,4902779392,2.718621804,68,75.8,540,277
Aruba,ABW,193,High income: nonOECD,Latin America and Caribbean,,2005,96976,1248,730, ,,71.3,77.4,14,6
Australia,AUS,7617930,High income: OECD,East Asia and Pacific,5762.29345,2005,20090437,246309,149473,7.33E+11,1.778029926,77.5,83.4,642,513
Austria,AUT,82444,High income: OECD,Europe and Central Asia,4059.843175,2005,8184691,72107,79392,3.06E+11,0.73543392,76,82,212,124
Azerbaijan,AZE,86100,Lower middle income,Europe and Central Asia,1558.798073,2005,8015567,138589,67331,13245421568,2.012377705,61.2,70,5067,3560
The Bahamas,BHS,10070,High income: nonOECD,Latin America and Caribbean,,2005,301790,5393,2707, ,0.650755194,62.1,69,85,51
Bahrain,BHR,665,High income: nonOECD,Middle East and North Africa,10469.11235,2005,688345,12459,2808,12914439168,,71.8,76.8,127,88
Bangladesh,BGD,133910,Low income,South Asia,163.6969911,2005,144319628,4331032,1212285,60033523712,1.137690936,62.1,62,150090,121033
Barbados,BRB,431,High income: nonOECD,Latin America and Caribbean,,2005,278870,3572,2437,3090538240,,70.6,74.6,24,18
Belarus,BLR,207600,Lower middle income,Europe and Central Asia,2725.439794,2005,9809130,90244,138603,29565562880,1.244738826,63.7,75.6,366,250
Belgium,BEL,30278,High income: OECD,Europe and Central Asia,5536.256815,2005,10364388,108619,105924,3.71E+11,1.239520631,75.4,81.9,292,216
Belize,BLZ,22806,Upper middle income,Latin America and Caribbean,,2005,281084,8241,1588,1104899968,,66.5,70.4,121,88
Benin,BEN,110620,Low income,Sub-Saharan Africa,302.6705448,2005,7649360,302762,95541,4287463936,,51.5,53.8,13177,11435
Bermuda,BMU,53,High income: nonOECD,North America,,2005,65365,758,499, ,,75.7,79.9,3,3
Bhutan,BTN,47000,Lower middle income,South Asia,,2005,2232291,75965,28886,827500544,,54.6,54.1,3870,3760
Bolivia,BOL,1084390,Lower middle income,Latin America and Caribbean,552.5557925,2005,8857870,210463,67674,9441212416,1.872527226,62.9,68.2,6123,5055
Bosnia and Herzegovina,BIH,51129,Lower middle income,Europe and Central Asia,1203.229382,2005,4430494,38767,35798,9923968000,1.755904409,74.2,81.7,231,159
Botswana,BWA,585370,Upper middle income,Sub-Saharan Africa,1054.803426,2005,1759832,41426,24919,10445202432,2.453672834,50.2,48.5,955,874
Brazil,BRA,8456510,Upper middle income,Latin America and Caribbean,1113.828357,2005,186112794,3132278,1144594,8.82E+11,1.417634742,67.7,75.8,53600,39147
Brunei,BRN,5270,High income: nonOECD,East Asia and Pacific,7369.690473,2005,361110,6811,1174,6399988224,,72.7,77.1,59,37
Bulgaria,BGR,110550,Upper middle income,Europe and Central Asia,2434.262948,2005,7450349,71970,106242,27187673088,2.35060963,68.4,75.9,901,578
Burkina Faso,BFA,273800,Low income,Sub-Saharan Africa,,2005,13491736,620080,214788,5697975808,1.336649433,47,50,31763,25867
Burma (Myanmar),MMR,657740,Low income,East Asia and Pacific,282.8574506,2005,46595675,834529,443125,6184516608,,59.4,64,26231,18809
Burundi,BDI,25650,Low income,Sub-Saharan Africa,,2005,7795426,330994,107499,795882880,0.006017581,49.6,51,12034,9279
Cambodia,KHM,176520,Low income,East Asia and Pacific,,2005,13526825,340470,113355,6194301952,1.782630309,58.5,62.6,12131,9097
Cameroon,CMR,469440,Lower middle income,Sub-Saharan Africa,433.290314,2005,17261467,622449,230268,16874613760,1.322008267,51.1,52.3,23276,19387
Canada,CAN,9093507,High income: OECD,North America,8410.641158,2005,32805041,355607,253583,1.11E+12,1.139443837,76.7,83.6,947,742
Cape Verde,CPV,4033,Lower middle income,Sub-Saharan Africa,,2005,418224,10594,2769,999334592,,67.1,73.9,284,222
Cayman Islands,CYM,262,High income: nonOECD,Latin America and Caribbean,,2005,44270,572,213, ,,77.3,82.6,3,2
Central African Republic,CAF,622984,Low income,Sub-Saharan Africa,,2005,4237703,145438,79711,1369182592,1.1244808,43.3,43.5,7102,5599
Chad,TCD,1259200,Low income,Sub-Saharan Africa,,2005,9400658,411937,162913,5885453312,0.837520952,45.8,47.9,23395,20085
Chile,CHL,748800,Upper middle income,Latin America and Caribbean,1732.344361,2005,15980912,246745,92050,1.19E+11,3.666722173,73.3,80,1208,963
China,CHN,9326410,Lower middle income,East Asia and Pacific,1241.629999,2005,1306313812,17164963,9065818,2.24E+12,1.974242495,70.7,74.1,192753,222296
Colombia,COL,1038700,Lower middle income,Latin America and Caribbean,624.6313097,2005,43100021,896911,239636,1.23E+11,3.711013865,67.9,75.7,11507,7732
Comoros,COM,2170,Low income,Sub-Saharan Africa,,2005,671638,25200,5622,387037216,,59.6,64.3,1066,824
Congo (Dem. Rep.),ZAR,2267600,Low income,Sub-Saharan Africa,296.4752585,2005,61571151,2702358,667431,7103539200,2.109062981,54.2,58.6,102658,82616
Congo (Rep.),COG,341500,Lower middle income,Sub-Saharan Africa,273.7611407,2005,3602269,154934,47910,5971069952,,51.2,53.4,7345,6198
Costa Rica,CRI,50660,Upper middle income,Latin America and Caribbean,869.9665674,2005,4016173,74701,17390,19973050368,,74.3,79.5,415,328
Cote d'Ivoire,CIV,318000,Low income,Sub-Saharan Africa,387.5918027,2005,17298040,614253,258433,16054736896,,46,51.3,33559,22234
Croatia,HRV,56414,Upper middle income,Europe and Central Asia,1985.212195,2005,4495904,43026,51163,38895816704,1.577248181,70.8,78.3,150,144
Cuba,CUB,110860,Lower middle income,Latin America and Caribbean,950.290285,2005,11326153,134894,80189, ,,74.5,79,488,356
Cyprus,CYP,9240,High income: nonOECD,Europe and Central Asia,3534.739119,2005,780133,9806,5960, ,,75.3,80.1,45,25
Czech Republic,CZE,77276,High income: OECD,Europe and Central Asia,4460.403983,2005,10241138,92887,107942,1.24E+11,1.777419484,72.7,79.5,205,160
Denmark,DNK,42394,High income: OECD,Europe and Central Asia,3716.412182,2005,5432335,61711,56659,2.59E+11,1.373307284,75.3,80,145,136
Djibouti,DJI,22980,Lower middle income,Middle East and North Africa,,2005,476703,19059,9243,708841408,,41.8,44.4,1079,906
Dominica,DMA,754,Upper middle income,Latin America and Caribbean,,2005,72125,1144,629,283564800,,71.7,77.7,12,6
Dominican Republic,DOM,48380,Lower middle income,Latin America and Caribbean,821.0510805,2005,9088094,213388,48985,29100834816,0.602979438,70.8,74.1,3509,2920
East Timor,TMP,14609,Low income,East Asia and Pacific,,2005,1040880,28302,6558,350000000,,63.6,68.3,779,563
Ecuador,ECU,276840,Lower middle income,Latin America and Caribbean,773.1604579,2005,13363593,302953,56662,36488921088,2.414431487,73.3,79.2,4405,2763
Egypt,EGY,995450,Lower middle income,Middle East and North Africa,783.0294511,2005,77561884,1807968,400995,89685729280,2.804085392,68.5,73.6,31173,26519
El Salvador,SLV,20720,Lower middle income,Latin America and Caribbean,663.5179999,2005,6711676,181349,38525,16974000128,0.624484501,67.6,75,2528,1884
Equatorial Guinea,GNQ,28051,Upper middle income,Sub-Saharan Africa,,2005,529034,19051,7957,7520419328,,48,51.4,939,798
Eritrea,ERI,121320,Low income,Sub-Saharan Africa,,2005,4669638,162410,46089,969870976,,57,60,4397,3303
Estonia,EST,43211,High income: nonOECD,Europe and Central Asia,3835.43787,2005,1332893,13209,17608,13748196352,1.484147549,66.3,77.6,62,42
Ethiopia,ETH,1119683,Low income,Sub-Saharan Africa,302.7265124,2005,73053286,2820587,1100182,11373281280,3.048844388,47.7,50,150946,117912
Faroe Islands,FRO,1399,High income: nonOECD,Europe and Central Asia,,2005,46962,656,408, ,,75.8,82.7,2,2
Fiji,FJI,18270,Lower middle income,East Asia and Pacific,,2005,893354,20306,5047,2728917760,,67,72.1,145,111
Finland,FIN,304473,High income: OECD,Europe and Central Asia,7285.76069,2005,5223442,54846,51137,1.93E+11,1.214911211,74.8,82,109,87
France,FRA,640053,High income: OECD,Europe and Central Asia,4546.659083,2005,62947011,806981,536938,2.13E+12,2.485462717,77,83.7,1583,1225
French Polynesia,PYF,3660,High income: nonOECD,East Asia and Pacific,,2005,270735,4581,1216, ,,73.5,78.4,22,15
Gabon,GAB,257667,Upper middle income,Sub-Saharan Africa,1242.722951,2005,1394307,50669,16774,8665739264,1.334529284,53.6,56.5,1664,1141
Gambia,GMB,10000,Low income,Sub-Saharan Africa,,2005,1595086,63628,19970,461242336,0.343702573,51.9,55.6,2568,2081
Georgia,GEO,69700,Lower middle income,Europe and Central Asia,625.9433141,2005,4677401,47943,42518,6412267520,3.14087863,72.6,79.7,532,359
Germany,DEU,349223,High income: OECD,Europe and Central Asia,4217.787406,2005,82431390,686653,869651,2.79E+12,1.354231499,75.7,81.8,1624,1232
Ghana,GHA,230940,Low income,Sub-Saharan Africa,385.6088417,2005,22025680,684558,218054,10720346112,0.746560785,57.6,59.2,21100,17358
Greece,GRC,130800,High income: OECD,Europe and Central Asia,2754.717834,2005,10668354,103696,108284,2.25E+11,4.483997785,76.6,81.8,325,248
Greenland,GRL,410449,High income: nonOECD,Europe and Central Asia,,2005,56375,898,438, ,,66.1,73.3,8,6
Grenada,GRD,344,Upper middle income,Latin America and Caribbean,,2005,89502,1996,642,474000000,,62.7,66.3,14,15
Guam,GUM,541,High income: nonOECD,East Asia and Pacific,,2005,168564,3208,743, ,,75.3,81.6,12,10
Guatemala,GTM,108430,Lower middle income,Latin America and Caribbean,615.6264188,2005,12182548,367304,66395,31716788224,0.414328041,67.4,70.8,6491,5204
Guinea,GIN,245857,Low income,Sub-Saharan Africa,,2005,9452670,397107,147745,3331080960,,48.2,50.6,19509,16806
Guinea-Bissau,GNB,28000,Low income,Sub-Saharan Africa,,2005,1414159,53201,23659,301110976,,44.8,48.5,3173,2537
Guyana,GUY,196850,Lower middle income,Latin America and Caribbean,,2005,765283,14119,6367,793704000,,62.9,68.3,268,202
Haiti,HTI,27560,Low income,Latin America and Caribbean,262.2832728,2005,8298163,300062,92110,4417265152,,54.1,57.1,10946,9167
Honduras,HND,111890,Lower middle income,Latin America and Caribbean,547.5058124,2005,7167902,206937,37631,8290947584,0.637029614,67.7,71,3153,2325
Hong Kong,HKG,1042,High income: nonOECD,East Asia and Pacific,2487.577369,2005,6898686,50084,42289,1.78E+11,,78.8,84.4,82,66
Hungary,HUN,92340,Upper middle income,Europe and Central Asia,2607.574071,2005,10006835,97667,131990,1.10E+11,1.312566908,68.2,76.9,466,371
Iceland,ISL,100250,High income: OECD,Europe and Central Asia,11975.50881,2005,296737,4074,1982,15813894144,0,78.1,82.3,7,6
India,IND,2973190,Low income,South Asia,530.5545572,2005,1093563426,25851839,7644008,8.06E+11,2.872983219,65,69.6,612804,413773
Indonesia,IDN,1826440,Lower middle income,East Asia and Pacific,799.8713242,2005,228895746,4680918,1435176,2.87E+11,0.921233921,67.1,72.1,95928,65376
Iran,IRN,1636000,Lower middle income,Middle East and North Africa,2166.451867,2005,64737226,1033853,359939,1.90E+11,4.464694043,68.6,71.4,21510,20475
Iraq,IRQ,432162,Lower middle income,Middle East and North Africa,1083.488176,2005,26074906,847434,143151, ,,67.5,70,24334,18250
Ireland,IRL,68890,High income: OECD,Europe and Central Asia,3737.541324,2005,4015676,58107,31523,2.02E+11,0.568766648,75,80.3,177,136
Isle of Man,IMY,572,High income: nonOECD,Europe and Central Asia,,2005,75049,839,845, ,,75,81.9,3,2
Israel,ISR,20330,High income: nonOECD,Middle East and North Africa,3048.871904,2005,6276883,114302,38791,1.23E+11,7.92497824,77.2,81.5,456,348
Italy,ITA,294020,High income: OECD,Europe and Central Asia,3170.761474,2005,58103033,516536,598461,1.76E+12,1.771540085,76.8,82.8,1747,1321
Jamaica,JAM,10831,Lower middle income,Latin America and Caribbean,1540.878123,2005,2735520,58130,17699,9746197504,0.714497526,71.6,75.1,507,442
Japan,JPN,374744,High income: OECD,East Asia and Pacific,4173.360049,2005,127537189,1082791,1076414,4.53E+12,0.974068909,78.5,85.5,1677,1366
Jordan,JOR,91971,Lower middle income,Middle East and North Africa,1232.325142,2005,5759732,125332,15148,12711631872,7.667088507,75.8,80.9,1339,836
Kazakhstan,KAZ,2669800,Upper middle income,Europe and Central Asia,3651.46636,2005,15185844,239633,143658,57123672064,1.064093351,61.2,72.2,4171,2829
Kenya,KEN,569250,Low income,Sub-Saharan Africa,505.5676836,2005,34911779,1403454,418941,19193210880,1.422740544,53.4,53.1,43214,41934
Kiribati,KIR,811,Lower middle income,East Asia and Pacific,,2005,103092,3181,863,66361208,,58.7,64.9,87,67
North Korea,PRK,120410,Low income,East Asia and Pacific,910.1681504,2005,22912177,368657,161531, ,,68.7,74.2,4861,4002
South Korea,KOR,98190,High income: OECD,East Asia and Pacific,4430.85308,2005,48640671,488352,278225,7.91E+11,2.569103821,73.4,80.6,1692,1375
Kuwait,KWT,17820,High income: nonOECD,Middle East and North Africa,10211.69119,2005,2335648,51104,5652,80780820480,5.740206947,76,78.1,286,222
Kyrgyz Republic,KGZ,191300,Low income,Europe and Central Asia,545.868463,2005,5146281,115688,36693,2459876096,,64.2,72.4,2432,1691
Laos,LAO,230800,Low income,East Asia and Pacific,,2005,6217141,223755,73549,2881700608,,53.1,57.2,10840,8228
Latvia,LVA,63589,Upper middle income,Europe and Central Asia,1988.074025,2005,2290237,20704,31376,16041817088,1.692554602,65.8,76.6,123,75
Lebanon,LBN,10230,Upper middle income,Middle East and North Africa,1361.197571,2005,3829722,72229,23629,21523341312,,70.2,75.2,1026,785
Lesotho,LSO,30355,Lower middle income,Sub-Saharan Africa,,2005,2118091,53969,48631,1456599936,2.345892373,40.1,38.9,2385,2087
Liberia,LBR,96320,Low income,Sub-Saharan Africa,,2005,2902179,132397,69333,529000000,,37,40.8,11975,9471
Libya,LBY,1759540,Upper middle income,Middle East and North Africa,3169.430475,2005,5765563,154632,20064,41666666496,,74.3,78.8,2132,1672
Liechtenstein,LIE,160,High income: nonOECD,Europe and Central Asia,,2005,33717,351,238, ,,76,83.2,1,1
Lithuania,LTU,65200,Upper middle income,Europe and Central Asia,2665.921866,2005,3596617,31003,39275,25652301824,1.797750379,68.9,79.3,132,82
Luxembourg,LUX,2586,High income: OECD,Europe and Central Asia,10480.99142,2005,468571,5651,3941,36468723712,0.931985169,75.5,82.2,14,13
Macau,MAC,28,High income: nonOECD,East Asia and Pacific,,2005,449198,3805,1954,11578672128,,79.3,85.1,9,8
Macedonia,MKD,24856,Lower middle income,Europe and Central Asia,1327.75767,2005,2045262,24543,17855,5766178816,2.204231884,71.3,76.4,130,118
Madagascar,MDG,581540,Low income,Sub-Saharan Africa,,2005,18312163,714907,163161,5039974400,,59.5,63.3,23678,19209
Malawi,MWI,94080,Low income,Sub-Saharan Africa,,2005,12974924,554419,251195,2075571328,,42.1,41.1,27885,25023
Malaysia,MYS,328550,Upper middle income,East Asia and Pacific,2279.018461,2005,23953136,552599,121203,1.31E+11,1.897871517,69.6,75.1,5856,3925
Maldives,MDV,300,Lower middle income,South Asia,,2005,349106,12369,2528,755931200,,62.8,65.4,352,347
Mali,MLI,1220000,Low income,Sub-Saharan Africa,,2005,11379386,569993,196522,5305318912,1.858214058,46.8,50.5,34583,27769
Malta,MLT,316,High income: nonOECD,Middle East and North Africa,2262.646399,2005,398534,4053,3188,5569653248,0.732759056,76.7,81.2,9,7
Marshall Islands,MHL,181,Lower middle income,East Asia and Pacific,,2005,59096,1980,284,144356992,,68,72.1,33,25
Mauritania,MRT,1030400,Low income,Sub-Saharan Africa,,2005,3086859,127889,38401,1836589440,0.973023031,50.5,55,4783,4283
Mauritius,MUS,2030,Upper middle income,Sub-Saharan Africa,,2005,1230602,19222,8405,6289630208,0.199426554,68.4,76.4,172,117
Mayotte,MYT,374,Upper middle income,Sub-Saharan Africa,,2005,193617,8051,1533, ,,59.2,63.6,281,225
Mexico,MEX,1923040,Upper middle income,Latin America and Caribbean,1621.512914,2005,106202903,2231323,502340,7.68E+11,0.390117136,72.4,78.1,26112,20545
Micronesia,FSM,702,Lower middle income,East Asia and Pacific,,2005,108105,2715,526,237000000,,68,71.6,46,36
Moldova,MDA,33371,Lower middle income,Europe and Central Asia,862.1282645,2005,4340177,45398,47178,2988172544,0.306221181,65.9,73.5,377,289
Monaco,MCO,2,High income: nonOECD,Europe and Central Asia,,2005,32409,300,412, ,,75.7,83.6,1,1
Mongolia,MNG,1564116,Low income,East Asia and Pacific,,2005,2865994,60071,18142,2096014336,,64,68.8,1503,1236
Montenegro,MNE,13812,Upper middle income,Europe and Central Asia,,2005,699259,7797,5713,2100316416,,73.7,79.8,48,39
Morocco,MAR,446300,Lower middle income,Middle East and North Africa,383.7972928,2005,32725847,729459,184574,51620982784,4.284340751,68.3,73.1,16926,13434
Mozambique,MOZ,784090,Low income,Sub-Saharan Africa,441.2600546,2005,20154010,795277,416785,6823020032,1.317419961,41.2,40.8,47675,43185
Namibia,NAM,825418,Lower middle income,Sub-Saharan Africa,665.4220901,2005,2030692,51092,37284, ,3.019146278,44.7,43.1,1371,1131
Nepal,NPL,143181,Low income,South Asia,340.5264965,2005,27676547,870427,262097,7390748160,1.969962486,60.1,59.5,28870,29431
Netherlands,NLD,33883,High income: OECD,Europe and Central Asia,5045.347545,2005,16407491,182779,142417,6.24E+11,1.585309276,76.2,81.5,526,395
Netherlands Antilles,ANT,960,High income: nonOECD,Latin America and Caribbean,9498.534859,2005,220095,3299,1391, ,,73.6,78.2,19,15
New Caledonia,NCL,18575,High income: nonOECD,East Asia and Pacific,,2005,216494,4003,1223, ,,71.1,77.2,17,14
New Zealand,NZL,268021,High income: OECD,East Asia and Pacific,4344.314768,2005,4035461,56093,30387,1.09E+11,1.006914923,75.7,81.8,192,136
Nicaragua,NIC,120254,Lower middle income,Latin America and Caribbean,643.392981,2005,5465100,135972,24538,4911046144,0.687667478,68.3,72.5,2269,1689
Niger,NER,1266700,Low income,Sub-Saharan Africa,,2005,12162856,624319,257731,3397855488,,43.5,43.5,42688,32037
Nigeria,NGA,910768,Low income,Sub-Saharan Africa,717.3059493,2005,128765768,5234328,2212196,97018454016,0.878368411,46.2,47.3,281602,235550
Northern Mariana Islands,MNP,477,Upper middle income,East Asia and Pacific,,2005,80362,1568,185, ,,73.3,78.6,6,5
Norway,NOR,307442,High income: OECD,Europe and Central Asia,6023.802524,2005,4593041,53601,43404,2.96E+11,1.646461036,76.8,82.2,111,87
Oman,OMN,212460,Upper middle income,Middle East and North Africa,4667.218924,2005,3001583,110248,11586, ,,70.9,75.5,1264,887
Pakistan,PAK,778720,Low income,South Asia,489.0857705,2005,158781792,4553862,1330591,1.11E+11,3.341719415,62,64,169433,162088
Palau,PLW,458,Upper middle income,East Asia and Pacific,,2005,20303,373,139,144664992,,67,73.5,4,2
Panama,PAN,75990,Upper middle income,Latin America and Caribbean,801.1705152,2005,3140232,69085,16580,15483299840,,72.7,77.9,640,516
Papua New Guinea,PNG,452860,Low income,East Asia and Pacific,,2005,5545268,166081,40869,4945033728,0.533933118,62.8,67.2,4733,3812
Paraguay,PRY,397300,Lower middle income,Latin America and Caribbean,694.3571531,2005,6351059,186785,29405,7327689728,0.753255582,72.3,77.5,3137,2160
Peru,PER,1280000,Lower middle income,Latin America and Caribbean,478.8408959,2005,27925628,582808,174814,79370903552,1.249968989,67.8,71.4,10284,8331
Philippines,PHL,298170,Lower middle income,East Asia and Pacific,542.3868432,2005,87857473,2223673,480580,98366087168,0.815543553,67,72.9,29946,22333
Poland,POL,304465,Upper middle income,Europe and Central Asia,2402.742639,2005,38557984,374784,379411,3.03E+11,1.788377144,70.7,79,1562,1196
Portugal,PRT,91951,High income: OECD,Europe and Central Asia,2528.003209,2005,10566212,114326,110206,1.83E+11,2.146607082,74.2,81,325,252
Puerto Rico,PRI,8870,High income: nonOECD,Latin America and Caribbean,,2005,3912054,50974,29575, ,,74.3,82.5,234,176
Qatar,QAT,11437,High income: nonOECD,Middle East and North Africa,23246.44501,2005,863051,13412,3979,42462638080,,71.2,76.3,151,99
Romania,ROM,230340,Upper middle income,Europe and Central Asia,1778.427781,2005,22329977,238931,262154,98844753920,2.107639009,67.9,75.1,3644,2671
Russia,RUS,16995800,Upper middle income,Europe and Central Asia,4459.742085,2005,142775578,1519132,2271559,7.65E+11,3.740991038,59.1,72.8,10177,7232
Rwanda,RWA,24948,Low income,Sub-Saharan Africa,,2005,9378226,378880,148551,2146220544,2.171725518,46.5,48.4,18132,15626
Samoa,WSM,2934,Lower middle income,East Asia and Pacific,,2005,208937,5905,1243,403921760,,67.9,73.7,98,65
San Marino,SMR,61,High income: nonOECD,Europe and Central Asia,,2005,28880,294,233, ,,78.1,85.4,1,1
Sao Tome and Principe,STP,1001,Low income,Sub-Saharan Africa,,2005,187410,7646,1252,112589320,,65.4,68.6,175,155
Saudi Arabia,SAU,2149690,High income: nonOECD,Middle East and North Africa,6232.450109,2005,26417599,780904,69214,3.10E+11,8.197012629,73.5,77.5,6070,4269
Senegal,SEN,192000,Low income,Sub-Saharan Africa,241.6143528,2005,11860429,464336,135090,8238429696,1.506590207,54.6,57.3,15659,13436
Serbia,SRB,88361,Upper middle income,Europe and Central Asia,,2005,10129640,123379,107881,24157923328,,72.1,77.4,945,658
Seychelles,SYC,455,Upper middle income,Sub-Saharan Africa,,2005,81188,1317,515,26215215104,1.736285802,66.4,77.4,13,7
Sierra Leone,SLE,71620,Low income,Sub-Saharan Africa,,2005,5867426,270664,137474,1217554560,1.116185961,37.7,42.1,24647,19349
Singapore,SGP,683,High income: nonOECD,East Asia and Pacific,6034.007028,2005,4425720,42000,18411,1.17E+11,4.68474885,79,84.4,54,42
Slovakia,SVK,48800,Upper middle income,Europe and Central Asia,3406.627418,2005,5431363,57681,51218,47422185472,1.736758967,70.5,78.7,255,172
Slovenia,SVN,20151,High income: nonOECD,Europe and Central Asia,3590.886492,2005,2011070,17999,20553,34353696768,1.665939881,72.4,80.1,47,33
Solomon Islands,SLB,27540,Low income,East Asia and Pacific,,2005,538032,16539,2141,298118176,,70.2,75.3,205,147
Somalia,SOM,627337,Low income,Sub-Saharan Africa,,2005,8591629,391950,145800, ,,46.4,49.9,25059,20682
South Africa,ZAF,1219912,Upper middle income,Sub-Saharan Africa,2828.641912,2005,44344136,819480,945417,2.42E+11,1.409596374,43.5,43.1,27495,23157
Spain,ESP,499542,High income: OECD,Europe and Central Asia,3330.932395,2005,40341462,407449,388488,1.12E+12,1.031711007,76.2,83.1,1012,789
Sri Lanka,LKA,64740,Lower middle income,South Asia,484.9964032,2005,20504264,362310,120565,23538239488,2.654091428,72.5,76.5,4097,3287
St. Kitts and Nevis,KNA,261,Upper middle income,Latin America and Caribbean,,2005,38958,706,330,453000000,,69.3,75.2,6,4
St. Lucia,LCA,606,Upper middle income,Latin America and Caribbean,,2005,166312,3335,852,825185152,,70,77.4,25,20
St. Vincent and the Grenadines,VCT,389,Upper middle income,Latin America and Caribbean,,2005,117534,1921,705,430000000,,71.8,75.5,15,13
Sudan,SDN,2376000,Low income,Sub-Saharan Africa,496.5235469,2005,37762842,1350777,576261,27895388160,,47.1,48.8,66711,64071
Suriname,SUR,161470,Lower middle income,Latin America and Caribbean,,2005,460495,8224,2533,1342644864,,70,75.6,108,69
Swaziland,SWZ,17203,Lower middle income,Sub-Saharan Africa,,2005,1138227,31779,32804,2612942336,,32.5,34,1237,1080
Sweden,SWE,410934,High income: OECD,Europe and Central Asia,5998.335853,2005,9001774,93258,93258,3.58E+11,1.556828724,78.2,82.7,141,117
Switzerland,CHE,39770,High income: OECD,Europe and Central Asia,3671.791364,2005,7489370,73171,63510,3.67E+11,0.964936213,77.6,83.4,184,137
Syria,SYR,184050,Lower middle income,Middle East and North Africa,992.511524,2005,18448752,521915,90030,28433985536,,68.8,71.4,7975,7437
Tajikistan,TJK,142700,Low income,Europe and Central Asia,515.6650061,2005,6814791,186521,49544,2312022784,,60.9,67,4948,3708
Tanzania,TZA,886037,Low income,Sub-Saharan Africa,499.8666418,2005,37770570,1421307,549562,12586291200,1.030188988,47.7,49.8,59150,46609
